word,guess,solution_w,frequency,negative,neutral,positive,remaining_mean,remaining_median
labda,1.0,0.0,4.937676e-09,0.0,1.0,0.0,,
squiz,1.0,0.0,4.957428e-09,0.0,1.0,0.0,,
tratt,1.0,0.0,4.970732e-09,0.0,1.0,0.0,,
allod,1.0,0.0,4.97088e-09,0.0,1.0,0.0,,
deave,1.0,0.0,4.975952e-09,0.0,1.0,0.0,,
powny,1.0,0.0,4.978414e-09,0.0,1.0,0.0,,
gazar,1.0,0.0,4.980938e-09,0.0,1.0,0.0,,
omasa,1.0,0.0,4.98492e-09,0.0,1.0,0.0,,
borts,1.0,0.0,4.9852639999999994e-09,0.0,1.0,0.0,,
dicty,1.0,0.0,4.987393999999999e-09,0.0,1.0,0.0,,
hedgy,1.0,0.0,4.991548e-09,0.0,1.0,0.0,,
sampi,1.0,0.0,4.996594e-09,0.0,1.0,0.0,,
coure,1.0,0.0,5.000282e-09,0.0,1.0,0.0,,
fytte,1.0,0.0,5.003192e-09,0.0,1.0,0.0,,
ummas,1.0,0.0,5.013746e-09,0.0,1.0,0.0,,
fiest,1.0,0.0,5.014842e-09,0.0,1.0,0.0,,
oboli,1.0,0.0,5.016546e-09,0.0,1.0,0.0,,
tinas,1.0,0.0,5.018926e-09,0.0,1.0,0.0,,
zocco,1.0,0.0,5.025204e-09,0.0,1.0,0.0,,
tride,1.0,0.0,5.029775999999999e-09,0.0,1.0,0.0,,
ticca,1.0,0.0,5.034006e-09,0.0,1.0,0.0,,
frust,1.0,0.0,5.0355379999999995e-09,0.0,1.0,0.0,,
airts,1.0,0.0,5.0394100000000005e-09,0.0,1.0,0.0,,
smoor,1.0,0.0,5.0400219999999995e-09,0.0,1.0,0.0,,
cavel,1.0,0.0,5.041582e-09,0.0,1.0,0.0,,
adzed,1.0,0.0,5.042798000000001e-09,0.0,1.0,0.0,,
agene,1.0,0.0,5.0428399999999995e-09,0.0,1.0,0.0,,
hecks,1.0,0.0,5.044118e-09,0.0,1.0,0.0,,
orixa,1.0,0.0,5.048654e-09,0.0,1.0,0.0,,
satem,1.0,0.0,5.0603120000000005e-09,0.0,1.0,0.0,,
cions,1.0,0.0,5.0618499999999994e-09,0.0,1.0,0.0,,
tachs,1.0,0.0,5.063235000000001e-09,0.0,1.0,0.0,,
piert,1.0,0.0,5.07146e-09,0.0,1.0,0.0,,
kerel,1.0,0.0,5.07417e-09,0.0,1.0,0.0,,
galvo,1.0,0.0,5.084738e-09,0.0,1.0,0.0,,
rabic,1.0,0.0,5.085424e-09,0.0,1.0,0.0,,
keets,1.0,0.0,5.096472e-09,0.0,1.0,0.0,,
apiol,1.0,0.0,5.0994300000000005e-09,0.0,1.0,0.0,,
basts,1.0,0.0,5.100196e-09,0.0,1.0,0.0,,
calfs,1.0,0.0,5.102752e-09,0.0,1.0,0.0,,
binit,1.0,0.0,5.105495999999999e-09,0.0,1.0,0.0,,
kaama,1.0,0.0,5.106246e-09,0.0,1.0,0.0,,
kiore,1.0,0.0,5.11171e-09,0.0,1.0,0.0,,
bhais,1.0,0.0,5.114418e-09,0.0,1.0,0.0,,
hokes,1.0,0.0,5.124734e-09,0.0,1.0,0.0,,
narre,1.0,0.0,5.1351459999999995e-09,0.0,1.0,0.0,,
pogey,1.0,0.0,5.136494000000001e-09,0.0,1.0,0.0,,
talcs,1.0,0.0,5.138429999999999e-09,0.0,1.0,0.0,,
deils,1.0,0.0,5.139135999999999e-09,0.0,1.0,0.0,,
hayed,1.0,0.0,5.140684e-09,0.0,1.0,0.0,,
mensh,1.0,0.0,5.145194e-09,0.0,1.0,0.0,,
docht,1.0,0.0,5.1485378e-09,0.0,1.0,0.0,,
jujus,1.0,0.0,5.151506e-09,0.0,1.0,0.0,,
tases,1.0,0.0,5.153667999999999e-09,0.0,1.0,0.0,,
gonys,1.0,0.0,5.159478e-09,0.0,1.0,0.0,,
regur,1.0,0.0,5.170958e-09,0.0,1.0,0.0,,
xoana,1.0,0.0,5.172484e-09,0.0,1.0,0.0,,
ixnay,1.0,0.0,5.180628e-09,0.0,1.0,0.0,,
grrls,1.0,0.0,5.18069e-09,0.0,1.0,0.0,,
agued,1.0,0.0,5.1871e-09,0.0,1.0,0.0,,
laxed,1.0,0.0,5.190047999999999e-09,0.0,1.0,0.0,,
pomos,1.0,0.0,5.193896e-09,0.0,1.0,0.0,,
sluse,1.0,0.0,5.195228000000001e-09,0.0,1.0,0.0,,
lound,1.0,0.0,5.195638000000001e-09,0.0,1.0,0.0,,
noint,1.0,0.0,5.195795999999999e-09,0.0,1.0,0.0,,
abaka,1.0,0.0,5.2003219999999995e-09,0.0,1.0,0.0,,
goops,1.0,0.0,5.204808e-09,0.0,1.0,0.0,,
goosy,1.0,0.0,5.20506e-09,0.0,1.0,0.0,,
kists,1.0,0.0,5.20532e-09,0.0,1.0,0.0,,
nunny,1.0,0.0,5.206336e-09,0.0,1.0,0.0,,
grues,1.0,0.0,5.2221720000000014e-09,0.0,1.0,0.0,,
socas,1.0,0.0,5.223514e-09,0.0,1.0,0.0,,
pulka,1.0,0.0,5.232158e-09,0.0,1.0,0.0,,
devot,1.0,0.0,5.242186e-09,0.0,1.0,0.0,,
ergos,1.0,0.0,5.2574160000000014e-09,0.0,1.0,0.0,,
lazzo,1.0,0.0,5.2592859999999995e-09,0.0,1.0,0.0,,
torsk,1.0,0.0,5.262474000000001e-09,0.0,1.0,0.0,,
knosp,1.0,0.0,5.264722e-09,0.0,1.0,0.0,,
gusli,1.0,0.0,5.264739999999999e-09,0.0,1.0,0.0,,
kiter,1.0,0.0,5.265212e-09,0.0,1.0,0.0,,
rared,1.0,0.0,5.27043e-09,0.0,1.0,0.0,,
parge,1.0,0.0,5.273074000000001e-09,0.0,1.0,0.0,,
boart,1.0,0.0,5.274538e-09,0.0,1.0,0.0,,
dwale,1.0,0.0,5.281733999999999e-09,0.0,1.0,0.0,,
okras,1.0,0.0,5.300552e-09,0.0,1.0,0.0,,
kliks,1.0,0.0,5.306641999999999e-09,0.0,1.0,0.0,,
blady,1.0,0.0,5.3085e-09,0.0,1.0,0.0,,
yince,1.0,0.0,5.3212060000000005e-09,0.0,1.0,0.0,,
peepe,1.0,0.0,5.3318920000000005e-09,0.0,1.0,0.0,,
lurgy,1.0,0.0,5.334082e-09,0.0,1.0,0.0,,
sulus,1.0,0.0,5.3410340000000006e-09,0.0,1.0,0.0,,
ataxy,1.0,0.0,5.349058e-09,0.0,1.0,0.0,,
zoeae,1.0,0.0,5.364136e-09,0.0,1.0,0.0,,
iotas,1.0,0.0,5.365528e-09,0.0,1.0,0.0,,
hauns,1.0,0.0,5.371294e-09,0.0,1.0,0.0,,
dowar,1.0,0.0,5.373308e-09,0.0,1.0,0.0,,
sylis,1.0,0.0,5.375850999999999e-09,0.0,1.0,0.0,,
porks,1.0,0.0,5.375984e-09,0.0,1.0,0.0,,
hutia,1.0,0.0,5.3786539999999994e-09,0.0,1.0,0.0,,
kevil,1.0,0.0,5.38079e-09,0.0,1.0,0.0,,
miaou,1.0,0.0,5.386127999999999e-09,0.0,1.0,0.0,,
bhats,1.0,0.0,5.3880919999999996e-09,0.0,1.0,0.0,,
rumal,1.0,0.0,5.398084e-09,0.0,1.0,0.0,,
luxes,1.0,0.0,5.398582e-09,0.0,1.0,0.0,,
bries,1.0,0.0,5.399134e-09,0.0,1.0,0.0,,
mokis,1.0,0.0,5.4123414e-09,0.0,1.0,0.0,,
calks,1.0,0.0,5.4181700000000005e-09,0.0,1.0,0.0,,
salol,1.0,0.0,5.420828e-09,0.0,1.0,0.0,,
luach,1.0,0.0,5.439252e-09,0.0,1.0,0.0,,
kaims,1.0,0.0,5.439692e-09,0.0,1.0,0.0,,
didos,1.0,0.0,5.444592e-09,0.0,1.0,0.0,,
pilae,1.0,0.0,5.449702e-09,0.0,1.0,0.0,,
calos,1.0,0.0,5.452136e-09,0.0,1.0,0.0,,
naifs,1.0,0.0,5.4524200000000005e-09,0.0,1.0,0.0,,
refed,1.0,0.0,5.453357999999999e-09,0.0,1.0,0.0,,
pecky,1.0,0.0,5.454908e-09,0.0,1.0,0.0,,
ogler,1.0,0.0,5.4626979999999995e-09,0.0,1.0,0.0,,
redos,1.0,0.0,5.463102e-09,0.0,1.0,0.0,,
cahow,1.0,0.0,5.46894e-09,0.0,1.0,0.0,,
zinco,1.0,0.0,5.4730099999999995e-09,0.0,1.0,0.0,,
furrs,1.0,0.0,5.487976000000001e-09,0.0,1.0,0.0,,
tauon,1.0,0.0,5.4916179999999995e-09,0.0,1.0,0.0,,
rivel,1.0,0.0,5.50494e-09,0.0,1.0,0.0,,
khors,1.0,0.0,5.508450000000001e-09,0.0,1.0,0.0,,
leaze,1.0,0.0,5.5094640000000006e-09,0.0,1.0,0.0,,
kokas,1.0,0.0,5.512799999999999e-09,0.0,1.0,0.0,,
ervil,1.0,0.0,5.520576e-09,0.0,1.0,0.0,,
toras,1.0,0.0,5.521021999999999e-09,0.0,1.0,0.0,,
seric,1.0,0.0,5.526758e-09,0.0,1.0,0.0,,
taits,1.0,0.0,5.52726e-09,0.0,1.0,0.0,,
bhuna,1.0,0.0,5.5288e-09,0.0,1.0,0.0,,
owled,1.0,0.0,5.533082e-09,0.0,1.0,0.0,,
soote,1.0,0.0,5.544014e-09,0.0,1.0,0.0,,
salse,1.0,0.0,5.5564e-09,0.0,1.0,0.0,,
darre,1.0,0.0,5.55707e-09,0.0,1.0,0.0,,
hoors,1.0,0.0,5.5620420000000014e-09,0.0,1.0,0.0,,
dungs,1.0,0.0,5.562709999999999e-09,0.0,1.0,0.0,,
keeno,1.0,0.0,5.562738e-09,0.0,1.0,0.0,,
dirke,1.0,0.0,5.569634e-09,0.0,1.0,0.0,,
motey,1.0,0.0,5.5828768e-09,0.0,1.0,0.0,,
bliny,1.0,0.0,5.584169999999999e-09,0.0,1.0,0.0,,
lanch,1.0,0.0,5.584296e-09,0.0,1.0,0.0,,
aigas,1.0,0.0,5.584584e-09,0.0,1.0,0.0,,
pongy,1.0,0.0,5.587554e-09,0.0,1.0,0.0,,
heles,1.0,0.0,5.58807e-09,0.0,1.0,0.0,,
puker,1.0,0.0,5.5965739999999995e-09,0.0,1.0,0.0,,
sweed,1.0,0.0,5.600431999999999e-09,0.0,1.0,0.0,,
octad,1.0,0.0,5.6019639999999996e-09,0.0,1.0,0.0,,
paans,1.0,0.0,5.6027480000000005e-09,0.0,1.0,0.0,,
koppa,1.0,0.0,5.6036720000000006e-09,0.0,1.0,0.0,,
hoves,1.0,0.0,5.6042059999999996e-09,0.0,1.0,0.0,,
fados,1.0,0.0,5.60961e-09,0.0,1.0,0.0,,
gerah,1.0,0.0,5.612254e-09,0.0,1.0,0.0,,
gleis,1.0,0.0,5.613214e-09,0.0,1.0,0.0,,
loure,1.0,0.0,5.616496e-09,0.0,1.0,0.0,,
bruts,1.0,0.0,5.6231459999999995e-09,0.0,1.0,0.0,,
cabas,1.0,0.0,5.627857999999999e-09,0.0,1.0,0.0,,
amins,1.0,0.0,5.628536e-09,0.0,1.0,0.0,,
ferer,1.0,0.0,5.634323999999999e-09,0.0,1.0,0.0,,
kavas,1.0,0.0,5.63545e-09,0.0,1.0,0.0,,
jolty,1.0,0.0,5.6506320000000014e-09,0.0,1.0,0.0,,
chias,1.0,0.0,5.65678e-09,0.0,1.0,0.0,,
ferly,1.0,0.0,5.660028e-09,0.0,1.0,0.0,,
skiey,1.0,0.0,5.663533999999999e-09,0.0,1.0,0.0,,
glair,1.0,0.0,5.668804e-09,0.0,1.0,0.0,,
urnal,1.0,0.0,5.671234e-09,0.0,1.0,0.0,,
prems,1.0,0.0,5.6796939999999995e-09,0.0,1.0,0.0,,
sweir,1.0,0.0,5.683844e-09,0.0,1.0,0.0,,
unwon,1.0,0.0,5.68414e-09,0.0,1.0,0.0,,
weils,1.0,0.0,5.684541999999999e-09,0.0,1.0,0.0,,
deice,1.0,0.0,5.687026e-09,0.0,1.0,0.0,,
biali,1.0,0.0,5.6934884e-09,0.0,1.0,0.0,,
wanks,1.0,0.0,5.701516e-09,0.0,1.0,0.0,,
areae,1.0,0.0,5.7035179999999995e-09,0.0,1.0,0.0,,
mases,1.0,0.0,5.7178240000000005e-09,0.0,1.0,0.0,,
gilas,1.0,0.0,5.7203780000000015e-09,0.0,1.0,0.0,,
triff,1.0,0.0,5.72086e-09,0.0,1.0,0.0,,
stown,1.0,0.0,5.72666e-09,0.0,1.0,0.0,,
calmy,1.0,0.0,5.73005e-09,0.0,1.0,0.0,,
pareu,1.0,0.0,5.7311379999999995e-09,0.0,1.0,0.0,,
dizen,1.0,0.0,5.7330120000000005e-09,0.0,1.0,0.0,,
bimas,1.0,0.0,5.738466e-09,0.0,1.0,0.0,,
goony,1.0,0.0,5.740756000000001e-09,0.0,1.0,0.0,,
farls,1.0,0.0,5.7417799999999996e-09,0.0,1.0,0.0,,
mouch,1.0,0.0,5.747864e-09,0.0,1.0,0.0,,
umbre,1.0,0.0,5.752168e-09,0.0,1.0,0.0,,
asyla,1.0,0.0,5.7525404e-09,0.0,1.0,0.0,,
sysop,1.0,0.0,5.758888e-09,0.0,1.0,0.0,,
kobos,1.0,0.0,5.762828e-09,0.0,1.0,0.0,,
refix,1.0,0.0,5.763444e-09,0.0,1.0,0.0,,
munge,1.0,0.0,5.764341999999999e-09,0.0,1.0,0.0,,
notal,1.0,0.0,5.764468e-09,0.0,1.0,0.0,,
chawk,1.0,0.0,5.766636e-09,0.0,1.0,0.0,,
soole,1.0,0.0,5.776546e-09,0.0,1.0,0.0,,
fraim,1.0,0.0,5.784654000000001e-09,0.0,1.0,0.0,,
loppy,1.0,0.0,5.784802e-09,0.0,1.0,0.0,,
touze,1.0,0.0,5.786158e-09,0.0,1.0,0.0,,
palsa,1.0,0.0,5.788108e-09,0.0,1.0,0.0,,
shchi,1.0,0.0,5.792072e-09,0.0,1.0,0.0,,
bobol,1.0,0.0,5.793471999999999e-09,0.0,1.0,0.0,,
stirp,1.0,0.0,5.802753999999999e-09,0.0,1.0,0.0,,
buiks,1.0,0.0,5.8033e-09,0.0,1.0,0.0,,
tegus,1.0,0.0,5.803586e-09,0.0,1.0,0.0,,
dawen,1.0,0.0,5.81082e-09,0.0,1.0,0.0,,
wroot,1.0,0.0,5.813712e-09,0.0,1.0,0.0,,
taata,1.0,0.0,5.815533999999999e-09,0.0,1.0,0.0,,
yowes,1.0,0.0,5.8160780000000015e-09,0.0,1.0,0.0,,
earst,1.0,0.0,5.822854e-09,0.0,1.0,0.0,,
gemot,1.0,0.0,5.832135999999999e-09,0.0,1.0,0.0,,
cimar,1.0,0.0,5.832556e-09,0.0,1.0,0.0,,
fouth,1.0,0.0,5.8376260000000014e-09,0.0,1.0,0.0,,
yeard,1.0,0.0,5.8391899999999996e-09,0.0,1.0,0.0,,
whaup,1.0,0.0,5.8501540000000006e-09,0.0,1.0,0.0,,
shiur,1.0,0.0,5.8506940000000015e-09,0.0,1.0,0.0,,
geres,1.0,0.0,5.85522e-09,0.0,1.0,0.0,,
paiks,1.0,0.0,5.8559e-09,0.0,1.0,0.0,,
briks,1.0,0.0,5.856429999999999e-09,0.0,1.0,0.0,,
seame,1.0,0.0,5.867563999999999e-09,0.0,1.0,0.0,,
lenes,1.0,0.0,5.872019999999999e-09,0.0,1.0,0.0,,
grize,1.0,0.0,5.87485e-09,0.0,1.0,0.0,,
gnarr,1.0,0.0,5.8780719999999996e-09,0.0,1.0,0.0,,
doter,1.0,0.0,5.87823e-09,0.0,1.0,0.0,,
habus,1.0,0.0,5.878268000000001e-09,0.0,1.0,0.0,,
eskar,1.0,0.0,5.8890896e-09,0.0,1.0,0.0,,
incle,1.0,0.0,5.894182e-09,0.0,1.0,0.0,,
hulas,1.0,0.0,5.898985999999999e-09,0.0,1.0,0.0,,
tzars,1.0,0.0,5.899436e-09,0.0,1.0,0.0,,
sasin,1.0,0.0,5.901906e-09,0.0,1.0,0.0,,
dyked,1.0,0.0,5.90919e-09,0.0,1.0,0.0,,
dearn,1.0,0.0,5.914656e-09,0.0,1.0,0.0,,
laund,1.0,0.0,5.9165940000000014e-09,0.0,1.0,0.0,,
undam,1.0,0.0,5.922158e-09,0.0,1.0,0.0,,
resty,1.0,0.0,5.937918e-09,0.0,1.0,0.0,,
icker,1.0,0.0,5.9385e-09,0.0,1.0,0.0,,
pooks,1.0,0.0,5.943132e-09,0.0,1.0,0.0,,
towny,1.0,0.0,5.954153999999999e-09,0.0,1.0,0.0,,
sirih,1.0,0.0,5.963046e-09,0.0,1.0,0.0,,
akkas,1.0,0.0,5.963728000000001e-09,0.0,1.0,0.0,,
daffs,1.0,0.0,5.9681099999999996e-09,0.0,1.0,0.0,,
biach,1.0,0.0,5.970434000000001e-09,0.0,1.0,0.0,,
yores,1.0,0.0,5.980257999999999e-09,0.0,1.0,0.0,,
guans,1.0,0.0,5.985288e-09,0.0,1.0,0.0,,
subas,1.0,0.0,5.991371999999999e-09,0.0,1.0,0.0,,
oinks,1.0,0.0,5.9977440000000005e-09,0.0,1.0,0.0,,
duded,1.0,0.0,5.997861999999999e-09,0.0,1.0,0.0,,
sadis,1.0,0.0,6.001523999999999e-09,0.0,1.0,0.0,,
deffo,1.0,0.0,6.011391999999999e-09,0.0,1.0,0.0,,
cutey,1.0,0.0,6.011432e-09,0.0,0.0,1.0,,
woold,1.0,0.0,6.020288e-09,0.0,1.0,0.0,,
goras,1.0,0.0,6.021111999999999e-09,0.0,1.0,0.0,,
afara,1.0,0.0,6.025464e-09,0.0,1.0,0.0,,
dosai,1.0,0.0,6.0331979999999996e-09,0.0,1.0,0.0,,
potae,1.0,0.0,6.03722e-09,0.0,1.0,0.0,,
blees,1.0,0.0,6.040308e-09,0.0,1.0,0.0,,
dooks,1.0,0.0,6.041869999999999e-09,0.0,1.0,0.0,,
ruana,1.0,0.0,6.042335999999999e-09,0.0,1.0,0.0,,
jerid,1.0,0.0,6.049173999999999e-09,0.0,1.0,0.0,,
nenes,1.0,0.0,6.0506019999999996e-09,0.0,1.0,0.0,,
elfed,1.0,0.0,6.062339999999999e-09,0.0,1.0,0.0,,
kembo,1.0,0.0,6.066822e-09,0.0,1.0,0.0,,
matlo,1.0,0.0,6.069844600000001e-09,0.0,1.0,0.0,,
joual,1.0,0.0,6.070492e-09,0.0,1.0,0.0,,
staun,1.0,0.0,6.077082e-09,0.0,1.0,0.0,,
derro,1.0,0.0,6.0833226e-09,0.0,1.0,0.0,,
neive,1.0,0.0,6.087113999999999e-09,0.0,1.0,0.0,,
bedim,1.0,0.0,6.089972e-09,0.0,1.0,0.0,,
kehua,1.0,0.0,6.090314e-09,0.0,1.0,0.0,,
coden,1.0,0.0,6.094332e-09,0.0,1.0,0.0,,
unjam,1.0,0.0,6.096798e-09,0.0,1.0,0.0,,
vairy,1.0,0.0,6.1019159999999995e-09,0.0,1.0,0.0,,
drats,1.0,0.0,6.104072e-09,0.0,1.0,0.0,,
braxy,1.0,0.0,6.116175999999999e-09,0.0,1.0,0.0,,
ketol,1.0,0.0,6.128211999999999e-09,0.0,1.0,0.0,,
conia,1.0,0.0,6.134484e-09,0.0,1.0,0.0,,
sooky,1.0,0.0,6.1384939999999996e-09,0.0,1.0,0.0,,
laich,1.0,0.0,6.138723999999999e-09,0.0,1.0,0.0,,
katis,1.0,0.0,6.142986e-09,0.0,1.0,0.0,,
scuts,1.0,0.0,6.143898000000001e-09,0.0,1.0,0.0,,
runed,1.0,0.0,6.152070000000001e-09,0.0,1.0,0.0,,
howff,1.0,0.0,6.158016e-09,0.0,1.0,0.0,,
puers,1.0,0.0,6.168588e-09,0.0,1.0,0.0,,
lipos,1.0,0.0,6.207902e-09,0.0,1.0,0.0,,
smore,1.0,0.0,6.212556e-09,0.0,1.0,0.0,,
skyed,1.0,0.0,6.2176520000000006e-09,0.0,1.0,0.0,,
lauan,1.0,0.0,6.222226e-09,0.0,1.0,0.0,,
vapes,1.0,0.0,6.225746e-09,0.0,1.0,0.0,,
heids,1.0,0.0,6.227816e-09,0.0,1.0,0.0,,
soots,1.0,0.0,6.22882e-09,0.0,1.0,0.0,,
ocrea,1.0,0.0,6.2508659999999995e-09,0.0,1.0,0.0,,
topis,1.0,0.0,6.25877e-09,0.0,1.0,0.0,,
emong,1.0,0.0,6.259134e-09,0.0,1.0,0.0,,
defog,1.0,0.0,6.261634e-09,0.0,1.0,0.0,,
glims,1.0,0.0,6.2628699999999995e-09,0.0,1.0,0.0,,
bahts,1.0,0.0,6.27397e-09,0.0,1.0,0.0,,
typal,1.0,0.0,6.278312e-09,0.0,1.0,0.0,,
napoo,1.0,0.0,6.286926e-09,0.0,1.0,0.0,,
boxen,1.0,0.0,6.2925640000000005e-09,0.0,1.0,0.0,,
coxib,1.0,0.0,6.302835999999999e-09,0.0,1.0,0.0,,
cumec,1.0,0.0,6.3035120000000005e-09,0.0,1.0,0.0,,
pipis,1.0,0.0,6.308588e-09,0.0,1.0,0.0,,
eensy,1.0,0.0,6.316456e-09,0.0,1.0,0.0,,
gelee,1.0,0.0,6.317822e-09,0.0,1.0,0.0,,
boppy,1.0,0.0,6.319409999999999e-09,0.0,1.0,0.0,,
yonis,1.0,0.0,6.321398e-09,0.0,1.0,0.0,,
smeek,1.0,0.0,6.336326e-09,0.0,1.0,0.0,,
saddo,1.0,0.0,6.341658e-09,0.0,1.0,0.0,,
treyf,1.0,0.0,6.3432660000000005e-09,0.0,1.0,0.0,,
kerfs,1.0,0.0,6.3443040000000006e-09,0.0,1.0,0.0,,
dauby,1.0,0.0,6.346144e-09,0.0,1.0,0.0,,
tanky,1.0,0.0,6.34696e-09,0.0,1.0,0.0,,
gitch,1.0,0.0,6.3837826e-09,0.0,1.0,0.0,,
lilos,1.0,0.0,6.387894000000001e-09,0.0,1.0,0.0,,
softa,1.0,0.0,6.390439999999999e-09,0.0,1.0,0.0,,
meves,1.0,0.0,6.395536e-09,0.0,1.0,0.0,,
emove,1.0,0.0,6.396744e-09,0.0,1.0,0.0,,
togae,1.0,0.0,6.3967799999999995e-09,0.0,1.0,0.0,,
hoons,1.0,0.0,6.404999999999999e-09,0.0,1.0,0.0,,
lemel,1.0,0.0,6.405488e-09,0.0,1.0,0.0,,
cuvee,1.0,0.0,6.406408e-09,0.0,1.0,0.0,,
moust,1.0,0.0,6.408836e-09,0.0,1.0,0.0,,
reeky,1.0,0.0,6.41e-09,0.0,1.0,0.0,,
heapy,1.0,0.0,6.415108e-09,0.0,1.0,0.0,,
freit,1.0,0.0,6.42098e-09,0.0,1.0,0.0,,
whams,1.0,0.0,6.423799999999999e-09,0.0,1.0,0.0,,
gunks,1.0,0.0,6.426046e-09,0.0,1.0,0.0,,
lokes,1.0,0.0,6.42946e-09,0.0,1.0,0.0,,
iodic,1.0,0.0,6.438565999999999e-09,0.0,1.0,0.0,,
kanzu,1.0,0.0,6.444148e-09,0.0,1.0,0.0,,
flims,1.0,0.0,6.448218e-09,0.0,1.0,0.0,,
tanas,1.0,0.0,6.448332000000001e-09,0.0,1.0,0.0,,
dirts,1.0,0.0,6.448908e-09,0.0,1.0,0.0,,
hoick,1.0,0.0,6.4527959999999994e-09,0.0,1.0,0.0,,
auloi,1.0,0.0,6.459562000000001e-09,0.0,1.0,0.0,,
dreed,1.0,0.0,6.463796e-09,0.0,1.0,0.0,,
galed,1.0,0.0,6.471818e-09,0.0,1.0,0.0,,
aglet,1.0,0.0,6.479142e-09,0.0,1.0,0.0,,
culch,1.0,0.0,6.482272e-09,0.0,1.0,0.0,,
femal,1.0,0.0,6.491052e-09,0.0,1.0,0.0,,
ewest,1.0,0.0,6.494814e-09,0.0,1.0,0.0,,
rumpo,1.0,0.0,6.500216e-09,0.0,1.0,0.0,,
posho,1.0,0.0,6.501578e-09,0.0,1.0,0.0,,
staps,1.0,0.0,6.514842e-09,0.0,1.0,0.0,,
nides,1.0,0.0,6.5286139999999995e-09,0.0,1.0,0.0,,
kythe,1.0,0.0,6.5296959999999995e-09,0.0,1.0,0.0,,
xylyl,1.0,0.0,6.5371899999999994e-09,0.0,1.0,0.0,,
kelpy,1.0,0.0,6.54112e-09,0.0,1.0,0.0,,
swack,1.0,0.0,6.548406e-09,0.0,1.0,0.0,,
jells,1.0,0.0,6.548992e-09,0.0,1.0,0.0,,
araks,1.0,0.0,6.550119999999999e-09,0.0,1.0,0.0,,
pugil,1.0,0.0,6.5571820000000005e-09,0.0,1.0,0.0,,
puses,1.0,0.0,6.558642e-09,0.0,1.0,0.0,,
blist,1.0,0.0,6.563348e-09,0.0,1.0,0.0,,
gambs,1.0,0.0,6.5667979999999995e-09,0.0,1.0,0.0,,
gudes,1.0,0.0,6.575046000000001e-09,0.0,1.0,0.0,,
grege,1.0,0.0,6.584193999999999e-09,0.0,1.0,0.0,,
honds,1.0,0.0,6.589686000000001e-09,0.0,1.0,0.0,,
drows,1.0,0.0,6.591172e-09,0.0,1.0,0.0,,
pipas,1.0,0.0,6.591325999999999e-09,0.0,1.0,0.0,,
narks,1.0,0.0,6.5943720000000005e-09,0.0,1.0,0.0,,
zeins,1.0,0.0,6.601214e-09,0.0,1.0,0.0,,
swith,1.0,0.0,6.617316e-09,0.0,1.0,0.0,,
wenny,1.0,0.0,6.6202479999999995e-09,0.0,1.0,0.0,,
tufas,1.0,0.0,6.622732e-09,0.0,1.0,0.0,,
knuts,1.0,0.0,6.624464e-09,0.0,1.0,0.0,,
choom,1.0,0.0,6.625824000000001e-09,0.0,1.0,0.0,,
koras,1.0,0.0,6.634055999999999e-09,0.0,1.0,0.0,,
seirs,1.0,0.0,6.641358e-09,0.0,1.0,0.0,,
snoep,1.0,0.0,6.657392e-09,0.0,1.0,0.0,,
grike,1.0,0.0,6.659136e-09,0.0,1.0,0.0,,
imshi,1.0,0.0,6.661132e-09,0.0,1.0,0.0,,
roded,1.0,0.0,6.664838e-09,0.0,1.0,0.0,,
urger,1.0,0.0,6.666322e-09,0.0,1.0,0.0,,
tepas,1.0,0.0,6.670204e-09,0.0,1.0,0.0,,
pungs,1.0,0.0,6.671826000000001e-09,0.0,1.0,0.0,,
sices,1.0,0.0,6.678274000000001e-09,0.0,1.0,0.0,,
jodel,1.0,0.0,6.679530000000002e-09,0.0,1.0,0.0,,
newed,1.0,0.0,6.6821439999999995e-09,0.0,1.0,0.0,,
mashy,1.0,0.0,6.685492e-09,0.0,1.0,0.0,,
ankhs,1.0,0.0,6.687468e-09,0.0,1.0,0.0,,
gawps,1.0,0.0,6.6908499999999995e-09,0.0,1.0,0.0,,
ginks,1.0,0.0,6.692046000000001e-09,0.0,1.0,0.0,,
orpin,1.0,0.0,6.693684e-09,0.0,1.0,0.0,,
blash,1.0,0.0,6.694902000000001e-09,0.0,1.0,0.0,,
gamas,1.0,0.0,6.696702e-09,0.0,1.0,0.0,,
subby,1.0,0.0,6.701295999999999e-09,0.0,1.0,0.0,,
acned,1.0,0.0,6.703428e-09,0.0,1.0,0.0,,
lichi,1.0,0.0,6.704132000000001e-09,0.0,1.0,0.0,,
parae,1.0,0.0,6.7106182e-09,0.0,1.0,0.0,,
myope,1.0,0.0,6.720618e-09,0.0,1.0,0.0,,
howre,1.0,0.0,6.721951999999999e-09,0.0,1.0,0.0,,
yuppy,1.0,0.0,6.723542000000001e-09,0.0,1.0,0.0,,
commy,1.0,0.0,6.7236320000000005e-09,0.0,1.0,0.0,,
lowse,1.0,0.0,6.727115999999999e-09,1.0,0.0,0.0,,
naled,1.0,0.0,6.728344e-09,0.0,1.0,0.0,,
ratch,1.0,0.0,6.733566e-09,0.0,1.0,0.0,,
yente,1.0,0.0,6.740464e-09,0.0,1.0,0.0,,
punka,1.0,0.0,6.744824e-09,0.0,1.0,0.0,,
femes,1.0,0.0,6.745976e-09,0.0,1.0,0.0,,
